,name,profile_link,bio,D.O.B,image,Other_Works,Nick_Name,star_sign,trivia,trademark,quote,height,ALternate Names
182," Utpal Dutt
",https://www.imdb.com/name/nm0244884,"
    Utpal Dutt was born on March 29, 1929 in Barisal, Bengal Presidency, British India. He was an actor and director, known for Gol Maal (1979), Bhuvan Shome (1969) and Baisakhi Megh (1981). He was married to Sova Sen. He died on August 19, 1993 in Calcutta, West Bengal, India.            
See full bio »
            
","
March 29, 
     
1929","https://m.media-amazon.com/images/M/MV5BMDFiNjgzNGQtMmZkMy00NzNmLWE2MDItYzMzMWQ0ZmE3Yzg4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR137,0,214,317_AL__QL50.jpg",,,"

Aries
","

    Father of Bishnupriya Dutta.        ",,"

    I hate acting.        ",,"

            Utpall Dutt | Utpal Dutta
        "
183," Upendra Limaye
",https://www.imdb.com/name/nm1822342,"
    Upendra Limaye is an actor, known for Jogwa (2009), Tara From Satara (2019) and Contract (2008).            
See full bio »
            
",,"https://m.media-amazon.com/images/M/MV5BN2JkNjFjYzctOTM4NS00NGI3LWFhY2UtZmIwNTZjNzc1YTA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR14,0,214,317_AL__QL50.jpg",,,,,,,,
184," Varun Dhawan
",https://www.imdb.com/name/nm3315894,"
    Varun Dhawan was born on April 24, 1987 in Mumbai, Maharashtra, India. He is an actor and assistant director, known for Badlapur (2015), October (2018) and Humpty Sharma Ki Dulhania (2014).            
See full bio »
            
","
April 24, 
     
1987","https://m.media-amazon.com/images/M/MV5BMjM0NTM3ODY4Ml5BMl5BanBnXkFtZTgwNTA4MDM0OTE@._V1_UY317_CR3,0,214,317_AL__QL50.jpg",,,"

Taurus
","

    Cousin Shilpa Dhawan was a assistant to director Sriram Raghavan. She is the daughter of Anil Dhawan.                    
See more

                    »
        ",,,"

5' 6¼"" (1.69 m)        ",
185," Venkatesh Daggubati
",https://www.imdb.com/name/nm0893142,"
    Venkatesh Daggubati was born on December 13, 1960 in Karamchedu, Andhra Pradesh, India as Daggupati Venkatesh. He is an actor, known for Ganesh (1998), Guru (2017) and Aadavari Matalaku Ardhalu Verule (2007).            
See full bio »
            
","
December 13, 
     
1960","https://m.media-amazon.com/images/M/MV5BMTkyNDE4OTA0MF5BMl5BanBnXkFtZTgwNjExMTE0OTE@._V1_UY317_CR139,0,214,317_AL__QL50.jpg",,,"

Sagittarius
","

    Son of D. Rama Naidu 
See more

                    »
        ",,,"

5' 10¼"" (1.79 m)        ","

            D. Venkatesh Babu | Daggubati Venkatesh Babu | Victory Venkatesh | Venkatesh
        "
186," Vijay Raaz
",https://www.imdb.com/name/nm0704694,"
    Vijay Raaz was born and raised in Delhi where he attended Kirori Mal College. While at college he was a part of the dramatic society The Players. He also appeared in plays at the National School of Drama. He decided to focus on a film career and moved to Mumbai where he received a role in Ram Gopal Varma's Jungle. Naseeruddin Shah had seen him ...            
See full bio »
            
",,"https://m.media-amazon.com/images/M/MV5BOTc2ODgwODcxOF5BMl5BanBnXkFtZTgwNzM1MzYwMTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,,,"

    Married to Bollywood actress Krishna Raaz.                    
See more

                    »
        ",,,"

5' 10¼"" (1.78 m)        ","

            Vijay Raaj | Vijay Raj
        "
187," Vinay Pathak
",https://www.imdb.com/name/nm0665555,"
    Vinay Pathak was born on July 12, 1968 in Bhojpur District, Bihar, India. He is an actor and writer, known for Bheja Fry (2007), Rab Ne Bana Di Jodi (2008) and My Name Is Khan (2010).            
See full bio »
            
","
July 12, 
     
1968","https://m.media-amazon.com/images/M/MV5BMTgxODI1NTI2MV5BMl5BanBnXkFtZTgwODgxODYyNjE@._V1_UY317_CR130,0,214,317_AL__QL50.jpg",,,"

Cancer
","

    Cousin to TV/Bollywood actor Shyam Pathak.                    
See more

                    »
        ",,,,
188," Vishal Malik
",https://www.imdb.com/name/nm7919429,"
    Vishal Malik born 12 March 1989 in New Delhi is an Indian Film Actor. He studied Acting from Whistling Woods International Institute under the Guidance of Shernaz Patel Heading the department and he developed his craft under the guidance of Jameel Khan, Harmender Bhatia. The institute is promoted by Indian Filmmaker Subhash Ghai, Mukta Arts and ...            
See full bio »
            
",,,,"

            VM
                
See more

                »
        ",,,,"

    When you push your brain you become a politician, When you push you body you become a body builder & When you push your soul you become an Actor        ","

5' 7"" (1.7 m)        ",
189," Vikram Gokhale
",https://www.imdb.com/name/nm0324845,"
    Vikram Gokhle (occasionally credited as Vikram Gokhle) is a well known Indian film, television and stage actor, notable for his roles in Marathi theatre and Hindi films and television. He is the son of another well known veteran Marathi theater and film actor Chandrakant Gokhle, who acted in 68 Marathi and 16 Hindi films besides 64 Marathi plays ...            
See full bio »
            
","
October 30, 
     
1940","https://m.media-amazon.com/images/M/MV5BN2EyYjI5NmEtMDEwZC00ZGYwLWFjZWEtOWVkZjZjMDM0M2IyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR4,0,214,317_AL__QL50.jpg",,,"

Scorpio
","

    Married to Vrushali Goakhale.                    
See more

                    »
        ",,,,"

            Vikram Gokhle
        "
190," Vipin Sharma
",https://www.imdb.com/name/nm1479650,"
    Vipin Sharma is an actor and editor, known for Taare Zameen Par (2007), Gangs of Wasseypur (2012) and Hotel Mumbai (2018).            
See full bio »
            
",,"https://m.media-amazon.com/images/M/MV5BZjQxYWI5M2UtNTdiZi00OTU0LTk2YTgtYjc3MWFkZGEzMWZkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY317_CR227,0,214,317_AL__QL50.jpg",,,,,,,,"

            Vipin Shrma
        "
191," Vinod Khanna
",https://www.imdb.com/name/nm0451396,"
    At the start of his career, he played supporting or villainous characters in films such as Purab Aur Paschim, Sachaa Jhutha, Aan Milo Sajna, and Mastana in 1970, and in Mera Gaon Mera Desh, Elaan and Aan Milo Sajna in 1971.He got his first break as the solo lead hero in the film Hum Tum Aur Woh (1971), which was followed by the 1971 multi-hero ...            
See full bio »
            
","
October 6, 
     
1946","https://m.media-amazon.com/images/M/MV5BMGNlOWMyNDUtMjYzZi00YmE2LThjNTItMjFiOTA3YzBkZjZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR18,0,214,317_AL__QL50.jpg",,,"

Libra
","

    He played supporting role in Sunil Dutt starers Reshma Aur Shera and Nehle Pe Dehla and played parallel lead to Sunil Dutt in Daku Aur Jawan.                    
See more

                    »
        ",,,"

5' 10"" (1.78 m)        ","

            Vinod Khan | Shri Vinod Khanna
        "
192," Vyjayanthimala
",https://www.imdb.com/name/nm0904537,"
    Vyjayanthimala was born to actress and dancer Vasundhara Devi in a Tamil-speaking family in Chennai, India, on August 13, 1936. At the age of 4, she got the rare chance of performing a dance before the Pope. Then at the age of 15, while in her final year at school, she was signed-up by family friend, M.V. Raman, for a role in a Tamil film 'Vazhkai'...            
See full bio »
            
","
August 13, 
     
1933","https://m.media-amazon.com/images/M/MV5BYWVjYzI1YzctOGJkYS00ZGM5LTg3OGItYmI5ZTIyMGI2ZGI3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR20,0,214,317_AL__QL50.jpg",,,"

Leo
","

    Was launched by M.V. Raman, a family friend, in AVM's Tamil film, Vazhkai (1949). The film was such a huge hit that it continued its success when remade in Hindi as Bahar (1951), also starring Vyjayanthimala.                    
See more

                    »
        ",,"

    Art has now become less spiritual because of the attempts to modernize it. I don't believe in fusion. East is East and West is West. I plan to continue dancing and doing social service.                    
See more

                    »
        ","

5' 3"" (1.6 m)        ","

            Vijayanthimala Bali | Vyjayanthimala Bali | Vyjayanti Mala | Vyjantimala | Miss Vyjayantimala | Vyjayantimala
        "
193," Vidya Balan
",https://www.imdb.com/name/nm1799038,"
    Vidya was born in Palghat, Kerala, India. Her family consists of her dad, P.R. Balan, who is the Vice-President of ETC Channel; mom - a home-maker, and an elder sister, Priya, who is married to Kedar. She also has an aunt by the name of Raji Raju. The Balan family re-located to live at Road No. 11, near Ambedkar Garden, Chembur, Bombay, when Vidya ...            
See full bio »
            
","
January 1, 
     
1979","https://m.media-amazon.com/images/M/MV5BNDI3Mjk2MjgzMl5BMl5BanBnXkFtZTcwODQwMjI1OQ@@._V1_UY317_CR3,0,214,317_AL__QL50.jpg",,,"

Capricorn
","

    Vidya Balan's first Tamil film was N. Linguswamy's Run, where they got her replaced by Meera Jasmine, after shooting the first schedule with her.                    
See more

                    »
        ",,"

    Neither of my first two Malayalam films got completed, and I walked out of the third, a Tamil film, because I was not comfortable. I was replaced in another Tamil film with the excuse that I could not act. They made me feel ugly to the point where I was scared to look in the mirror. In retrospect I thank God, and by God's grace today the going is good.        ","

5' 2"" (1.57 m)        ",
194," Vrajesh Hirjee
",https://www.imdb.com/name/nm0386358,"
    Vrajesh Hirjee was born on June 16, 1971 in Bihar, India. He is an actor and writer, known for Kaho Naa... Pyaar Hai (2000), Fanaa (2006) and Lakeer - Forbidden Lines (2004).            
See full bio »
            
","
June 16, 
     
1971","https://m.media-amazon.com/images/M/MV5BMTI4OWU4ZDktOGNlNC00NTBlLWJjNTctM2JmYzBhOGFhNWE4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR8,0,214,317_AL__QL50.jpg",,,"

Gemini
","

    Starred in the shelved film ""Shaadi Ke Liye Loan"" (2010) Starring :Vikram Kumar,Vrajesh Hirjee,Mrinalini Sharma,Vijay Raaz,Manoj Joshi,MUSIC_DIRECTOR: Sanjeev Rathod , Darshan Rathod,Producer: Suhas Rahurkar,Director: Rikshit Matta.        ",,,,"

            Vrajesh Hirji
        "
195," Waheeda Rehman
",https://www.imdb.com/name/nm0716851,"
    Waheeda was born in a Tamil and Urdu-speaking family in Chengalpattu-Tamil Nadu, India. Her father was the District Magistrate which led him to be posted in several places. Tragedy visited her in 1948 when her dad passed away. Her mom passed away in 1955. A year after her dad's death she appeared in a Telegu movie 'Rojulu Marayi'. Her role was as ...            
See full bio »
            
","
February 3, 
     
1938","https://m.media-amazon.com/images/M/MV5BMTQ4NzE2OTMyMl5BMl5BanBnXkFtZTcwOTc4MDEzMQ@@._V1_UY317_CR104,0,214,317_AL__QL50.jpg",,,"

Aquarius
","

    Often mistaken as the sister of actress Sayeeda ( Brij Sadanah wife ). This is due to Waheeda Rehman actually having a sister by the name of Sayeeda Rehman. She was also a bharat natyam dancer who performed on stage.                    
See more

                    »
        ",,,"

5' 1"" (1.55 m)        ","

            Waheeda Kamaljit Singh
        "
196," Yashpal Sharma
",https://www.imdb.com/name/nm1004985,"
    Yashpal Sharma was born on August 9, 1970 in Hisar, Haryana, India. He is an actor and casting director, known for Lagaan: Once Upon a Time in India (2001), Gangs of Wasseypur (2012) and Gangaajal (2003).            
See full bio »
            
","
August 9, 
     
1970","https://m.media-amazon.com/images/M/MV5BMzczOGQwZDMtYWQxYi00NDZhLTlkNWYtMjVkMzhlODcyZmU4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg",,,"

Leo
","

    He won the 'best actor' award at Whatashort Independent International Film Festival 2016 for his short film 'Moksha' directed by Aly Rana.        ",,,,"

            Yash Paul Sharma
        "
197," Zeenat Aman
",https://www.imdb.com/name/nm0023868,"
    Zeenat Aman was born to a Hindu mother and a Muslim father Amanullah who was one of the writers for the classic ""Mughal-e-Azam"", on November 19th, 1951. Zeenat was an only child and her parents divorced when she was a little girl. A graduate of Saint Xavier's school in Bombay. Her father passed away when she was 13. Zeenat won a scholarship to ...            
See full bio »
            
","
November 19, 
     
1951","https://m.media-amazon.com/images/M/MV5BMTg4NDcxNTQ0N15BMl5BanBnXkFtZTgwNTI3OTczOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","

    She played the role of Mrs. Robinson in ""The Graduate"" in 2004 in the London Theatre Community.                    
See more

                    »
        ","

            Babushka
        ","

Scorpio
","

    Starred in Muzaffar Ali's shelved film ""Manzar"" (1984). It was later restarted as ""Zooni"" with Vinod and Dimple.                    
See more

                    »
        ",,"

    Love is a spring in the air and an extra spring in bed        ","

5' 6¼"" (1.68 m)        ","

            Smt. Zeenat Aman
        "
198," Zohra Sehgal
",https://www.imdb.com/name/nm0782247,"
    Sahibzadi Zohra Begum Mumtaz-ullah Khan, better known as Zohra Sehgal, was born into a Sunni Muslim Rohilla Pathan family of Rampur, Uttar Pradesh, on 27th April, 1912 in Rampur, Uttar Pradesh, India. However, unlike most other children of traditional households, Zohra Sehgal was a tomboy, who enjoyed climbing trees and playing games. Always ...            
See full bio »
            
","
April 27, 
     
1912","https://m.media-amazon.com/images/M/MV5BMzA0NDAzZjAtOTFhMi00N2RiLWIxOWUtMTBkY2U0YjI3ZDU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR47,0,214,317_AL__QL50.jpg","

    She performed in the ballet, ""Ram Gopal and His Dancers and Musicians,"" at the Queen's Theatre in London, England with Ram Gopal, Malika Devi, Manjulika Bhandari, Tazi Sheharazad, Surinder Sandhu, and Anura in the cast.        ",,"

Taurus
","

    Sister of theater actress Uzra Butt (née Mumtaz). Zohra and Uzra both acted and danced with the Uday Shankar Ballet Troupe, Indian People's Theatre Association (IPTA) and Prithviraj Kapoor's Prithvi Theatre.                    
See more

                    »
        ",,,,"

            Zhora Saigal | Zohra Saigal | Zohra Segal | Zora Seghal
        "
199," Zarina Wahab
",https://www.imdb.com/name/nm0906226,"
    Zarina Wahab is an actress, known for My Name Is Khan (2010), Gharaonda (1977) and I, Me aur Main (2013). She has been married to Aditya Pancholi since 1986. They have two children.            
See full bio »
            
",,"https://m.media-amazon.com/images/M/MV5BNDZhNzNiY2UtYzRkOS00N2IzLWFmNDctZTNkNTVkODZkZjEwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR12,0,214,317_AL__QL50.jpg",,,,"

    She is fluent in several languages, including Telugu (her mother tongue), Hindi, Urdu, and English.                    
See more

                    »
        ",,"

    [on not becoming a top star of her time] I never had it easy. It is terrible when roles don't come your way or are stolen by your peers. It often happened with me and it can be very depressing. Only lucky people have steady careers in Bollywood.        ",,
